,neighborhood,latitude,longitude,name,categories
1128,Botafogo,-22957263,-43177011,World Tennis,Retail
1129,Botafogo,-22954941,-4317377,Drogasmil,Retail
1130,Urca,-22955413,-43165737,Bazar Milico,Retail
1131,Urca,-22949483,-43166286,Urca Sul Supermercados,Retail
1132,Urca,-22954871,-43173817,Mr. Cat,Retail
1133,Botafogo,-22954706,-43174127,Mr Creek ComÃ©rcio e ConfecÃ§Ãµes,Retail
1134,Botafogo,-2295135,-43175489,Alves AraÃºjo LouÃ§as e Vidros Ltda,Retail
1135,Botafogo,-22956302,-43176172,By Tennis,Retail
1136,Centro,-22904466,-4318491,Charutaria Syria,Retail
1137,Centro,-22904283,-43176751,Livraria da Travessa,Retail
1138,Centro,-22907676,-43176518,Livraria Leonardo da Vinci,Retail
1139,Centro,-22905536,-43177283,Kopenhagen,Retail
1140,Centro,-22904038,-43180321,Tabacaria King Smoke,Retail
1141,Centro,-22903167,-43182307,Saara,Retail
1142,Centro,-22908866,-43178366,Drogaria Pacheco,Retail
1143,Centro,-22908035,-43176088,Drogaria Venancio,Retail
1144,Centro,-22902869,-43174961,Tabacaria Africana Art Fumantes,Retail
1145,Centro,-22903906,-43181886,Drogaria Venancio,Retail
1146,Centro,-22903659,-43180312,Mercado Popular da Uruguaiana,Retail
1147,Centro,-22904765,-43180401,C&A,Retail
1148,Centro,-22904744,-43179961,Lojas Americanas,Retail
1149,Centro,-22906899,-43177253,Promoinfo Centro,Retail
1150,Centro,-22903592,-4318307,Aidan Festa & Cia,Retail
1151,Centro,-22906932,-43177191,Shopping Avenida Central,Retail
1152,Centro,-22904108,-43184024,Pet Shop Saara,Retail
1153,Centro,-22903264,-43182247,Lojas Silmer,Retail
1154,Centro,-22904575,-43176445,C&A,Retail
1155,Centro,-22903173,-43182057,HBL Connect,Retail
1156,Centro,-2290396,-43184898,GMB Sports,Retail
1157,Centro,-2290452,-43185288,Mercearia EstaÃ§Ã£o Central,Retail
1158,Centro,-22902583,-43184238,Arte BistrÃ´,Retail
1159,Centro,-22904837,-43185296,Bazar do Saara,Retail
1160,Centro,-22903424,-43180871,Brasil RelÃ³gios,Retail
1161,Centro,-22906133,-43181437,Only Music,Retail
1162,Centro,-22905623,-43185502,Buenospuma,Retail
1163,Centro,-22902592,-43175958,Americanas Express,Retail
1164,Centro,-22901979,-43190873,Cia. do Doce,Retail
1165,Centro,-22906678,-43181137,Megadisconildo Carioca,Retail
1166,Centro,-2290522,-43186496,Perfil,Retail
1167,Centro,-22906597,-43185839,Beemax Eletronica,Retail
1168,Centro,-22908631,-43177608,TIM,Retail
1169,Centro,-22905292,-43179535,Di Santinni - Centro Il,Retail
1170,Centro,-22905367,-43186939,PalÃ¡cio dos Cristais,Retail
1171,Centro,-22904014,-43178689,DepÃ³sito das EssÃªncias,Retail
1172,Centro,-22904641,-43178955,Shopping CandelÃ¡ria,Retail
1173,Centro,-22907854,-43184928,Aeb Santa Izabel Eletricidade,Retail
1174,Centro,-22904888,-43177895,Dartigny,Retail
1175,Centro,-22906597,-43177936,iCaiu,Retail
1176,Centro,-22906793,-43177001,Greenwich RelÃ³gios,Retail
1177,Centro,-22900789,-43189025,Supermercados 2001,Retail
1178,Centro,-22909535,-43188732,Rarity Music,Retail
1179,Centro,-22912799,-4318467,ArmazÃ©m do Campo,Retail
1180,Centro,-22904168,-4318415,Fucsia Modas Ltda,Retail
1181,Centro,-22903312,-43182875,Mero,Retail
1182,Centro,-22905479,-431823,Valadares Tecidos Ltda,Retail
1183,Centro,-22904493,-43185099,Califa do Saara,Retail
1184,Centro,-2290534,-43185433,CaÃ§ula ComÃ©rcio,Retail
1185,Centro,-22902492,-43181413,G Cel Celular,Retail
1186,Botafogo,-22949,-43183714,Zii Hotel Botafogo,Hotels
1187,Botafogo,-22945826,-43182823,YOO2 Rio de Janeiro,Hotels
1188,Botafogo,-22953012,-43185315,Ibis,Hotels
1189,Botafogo,-22954693,-43186485,Tupiniquim Hostel,Hotels
1190,Botafogo,-22941973,-43181163,Brothers Hostel,Hotels
1191,Botafogo,-22951645,-43188231,Beach Backpackers Hostel Rio de Janeiro,Hotels
1192,Botafogo,-2295103,-43186146,Vila Carioca Hostel,Hotels
1193,Botafogo,-22944274,-43185483,Casa Tuxi,Hotels
1194,Botafogo,-22953678,-43182634,BotaHostel,Hotels
1195,Botafogo,-22948033,-43184444,Rio Soul Hostel,Hotels
1196,Botafogo,-2295409,-43186533,Gaia Comfort Hostel,Hotels
1197,Botafogo,-22949636,-43182286,Sun Rio Hostel,Hotels
1198,Botafogo,-22946428,-43184092,Hotel Plaza Spania,Hotels
1199,Botafogo,-2294922,-43182465,Hostel Praia de Botafogo,Hotels
1200,Botafogo,-22949669,-43182224,Alpha Hostel,Hotels
1201,Botafogo,-22949353,-43183534,Eco Backpackers Hostel Rio de Janeiro,Hotels
1202,Botafogo,-22946208,-43184024,Hotel Visconti,Hotels
1203,Botafogo,-2295319,-43181869,Botafogo One Flat,Hotels
1204,Botafogo,-22948286,-43185767,CortiÃ§o Hostel,Hotels
1205,Botafogo,-22945605,-4318539,Bambina Hotel,Hotels
1206,Botafogo,-22954051,-43185528,Medieval Hostel,Hotels
1207,Botafogo,-22949416,-43182218,Apartamento Praia de Botafogo 140,Hotels
1208,Botafogo,-22949991,-43181981,Apartment Botafogo Mourisco,Hotels
1209,Botafogo,-22950088,-43181921,Apartamento Botafogo Vista PÃ£o de AÃ§Ãºcar,Hotels
1210,Botafogo,-2294922,-43182465,Hostel Made In Brazil,Hotels
1211,Botafogo,-22949302,-43183031,Ace Backpackers Youth Hostels,Hotels
1212,Botafogo,-22949329,-4318322,Ace Praia de Botafogo Suites,Hotels
1213,Botafogo,-22949323,-43183471,Eco Praia Apts and Rooms,Hotels
1214,Botafogo,-2294903,-43183778,Helio's House,Hotels
1215,Botafogo,-22951043,-4318301,Ãguia dos Andes Botafogo,Hotels
1216,Botafogo,-22946365,-43182773,Unforgettable view - 2 rooms aircon,Hotels
1217,Botafogo,-22946344,-43182774,AragÃ£o Botafogo Studio,Hotels
1218,Botafogo,-229463,-43182809,Apartamento da Ellen e do Bruno,Hotels
1219,Botafogo,-22946175,-43182768,Studio Vista Cristo Redentor,Hotels
1220,Botafogo,-22951133,-431832,Apartamento Voluntarios da Patria,Hotels
1221,Botafogo,-2295138,-4317687,Apartamento Botafogo,Hotels
1222,Botafogo,-22948003,-4318438,Casa Botafogo,Hotels
1223,Botafogo,-22946428,-43184092,ZEN Rooms Muniz Barreto,Hotels
1224,Botafogo,-22944979,-43182489,Apartamento Coral Botafogo,Hotels
1225,Botafogo,-22944979,-43182489,Botafogo 732,Hotels
1226,Botafogo,-22952076,-43183474,Omni I Apart Hotel,Hotels
1227,Botafogo,-22952561,-43183046,Flat Botafogo,Hotels
1228,Botafogo,-22952561,-43183046,Omni Ii Apart Hotel,Hotels
1229,Botafogo,-22952127,-43176073,Our Apartment in Rio,Hotels
1230,Botafogo,-22953326,-43177544,B&B Botafogo Lilian,Hotels
1231,Botafogo,-22951666,-43184719,Hotel Jandaia,Hotels
1232,Botafogo,-22948319,-43185705,Sarreufa Club Hostel,Hotels
1233,Botafogo,-22948286,-43185767,Lu Hospedagem,Hotels
1234,Botafogo,-2294847,-43186023,Botafogo Easy Hostel,Hotels
1235,Botafogo,-22953769,-43182824,Solar Ricardo - All Suites Guesthouse B&B,Hotels
1236,Flamengo,-22926925,-43176475,Windsor Florida Hotel,Hotels
1237,Glória,-22927012,-43176791,Imperial Hotel,Hotels
1238,Botafogo,-22928362,-4317858,Petit Rio Hotel,Hotels
1239,Catete,-22920528,-43177891,Discovery Hostel,Hotels
1240,Catete,-22920802,-43179654,Kariok Hostel,Hotels
1241,Flamengo,-22928142,-4317456,Elegance Hotel,Hotels
1242,Flamengo,-22927483,-43174637,Hotel Regina,Hotels
1243,Catete,-22922583,-43187224,Sant'Martre,Hotels
1244,Flamengo,-2292826,-43174939,Mengo Palace Hotel,Hotels
1245,Catete,-22929736,-43179365,Scorial Rio Hotel,Hotels
1246,Flamengo,-22927356,-43174353,Hotel Beija Flor,Hotels
1247,Flamengo,-22925358,-43173176,Hotel Novo Mundo,Hotels
1248,Catete,-22920549,-43184917,Quinta Azul Boutique Pousada,Hotels
1249,Leblon,-22926339,-43177011,Hotel Riazor,Hotels
1250,Flamengo,-22928672,-43176203,Hotel RondÃ´nia Palace,Hotels
1251,Flamengo,-22926666,-4317672,Hotel VitÃ³ria,Hotels
1252,Catete,-22928308,-43176885,Hotel Rio Claro,Hotels
1253,Laranjeiras,-2293085,-43180396,Hotel Serrano,Hotels
1254,Flamengo,-22927561,-4317373,Bed And Breakfast Seabra Rio,Hotels
1255,Catete,-22922067,-43184954,Rio Panoramic Boutique Hotel,Hotels
1256,Glória,-22920516,-43178393,Habitat Carioca,Hotels
1257,Flamengo,-22933442,-43175313,Augusto's Paysandu Hotel,Hotels
1258,Glória,-2292258,-43172859,Hotel GlÃ³ria,Hotels
1259,Laranjeiras,-2293373,-43185671,Condominio do Edificio Palazzo Laranjeiras,Hotels
1260,Glória,-22922035,-43174477,Golden Park Hotel,Hotels
1261,Catete,-22918144,-43182225,Santo Mirante Hostel,Hotels
1262,Flamengo,-22924792,-43173037,Hotel Flamengo Palace,Hotels
1263,Catete,-22927057,-4318018,Bastos 24,Hotels
1264,Catete,-2292568,-4317952,Albergue flamengo,Hotels
1265,Catete,-22925771,-43178393,Rio Flamengo Rent Apartment,Hotels
1266,Catete,-22925352,-43178696,Dream Hostel,Hotels
1267,Flamengo,-22925918,-43177518,Hotel Hispano Brasileiro - Flamengo,Hotels
1268,Glória,-22923879,-43176779,King Albergue,Hotels
1269,Catete,-2293164,-43180477,Laranjeiras 805,Hotels
1270,Flamengo,-22924768,-43175358,Guaratiba 104,Hotels
1271,Glória,-22924391,-43175223,Apartamento Gloria,Hotels
1272,Glória,-22922411,-43177246,Hotel OÃ¡sis do Catete,Hotels
1273,Flamengo,-22929269,-43175088,Flamengo Macedo 03,Hotels
1274,Glória,-22921751,-43178359,Apartamento GlÃ³ria,Hotels
1275,Flamengo,-22929588,-43174971,Jdm Acabamento - Flamengo,Hotels
1276,Flamengo,-22927431,-43173853,Boteco da Praia do Flamengo,Hotels
1277,Glória,-2292155,-43176222,TurÃ­stico Hotel,Hotels
1278,Copacabana,-22972525,-43185718,Windsor California Hotel,Hotels
1279,Copacabana,-22973338,-43187432,Sesc Copacabana,Hotels
1280,Copacabana,-22969107,-4318181,Arena Copacabana Hotel,Hotels
1281,Copacabana,-22974437,-43187771,South Beach Copacabana Residence Club,Hotels
1282,Copacabana,-22967417,-43178824,Copacabana Palace Hotel,Hotels
1283,Copacabana,-22968824,-43184375,Mar Palace Copacabana Hotel,Hotels
1284,Copacabana,-22975036,-43187848,Pestana Rio Atlantica,Hotels
1285,Copacabana,-22977246,-43189344,Ritz Copacabana Boutique Hotel,Hotels
1286,Copacabana,-22970191,-43184094,Windsor Palace Hotel,Hotels
1287,Copacabana,-2297636,-43191958,ibis Hotel,Hotels
1288,Copacabana,-22977538,-43189037,Rio Othon Palace,Hotels
1289,Copacabana,-22965373,-43179211,Mirasol Copacabana Hotel,Hotels
1290,Copacabana,-22968149,-43190068,Santa Clara Flat,Hotels
1291,Copacabana,-22967923,-43184981,Apart Hotel Copacabana,Hotels
1292,Copacabana,-22967063,-43180005,Windsor Copa Hotel,Hotels
1293,Copacabana,-22967921,-43179837,Windsor Excelsior Hotel,Hotels
1294,Copacabana,-22970709,-43188874,Hotel AtlÃ¢ntico Travel Copacabana,Hotels
1295,Copacabana,-22975638,-43191752,Augusto's Copacabana Hotel,Hotels
1296,Copacabana,-22964936,-4317895,ibis Hotel,Hotels
1297,Copacabana,-22970182,-43183153,Olinda Rio Hotel,Hotels
1298,Copacabana,-22964918,-43178385,Real Palace Hotel,Hotels
1299,Copacabana,-22965159,-43178893,Copacabana Mar Hotel,Hotels
1300,Copacabana,-22971091,-43190076,Majestic Rio Palace Hotel,Hotels
1301,Copacabana,-22968291,-43180222,Hotel Astoria Palace,Hotels
1302,Copacabana,-22968616,-43189075,Mirador Rio Hotel,Hotels
1303,Copacabana,-22966258,-43183185,Hotel Astoria Copacabana,Hotels
1304,Copacabana,-22966945,-43186212,Hotel AtlÃ¢ntico Copacabana,Hotels
1305,Copacabana,-2296995,-43188856,Copacabana Sol Hotel,Hotels
1306,Copacabana,-22965608,-43181287,Copacabana Hotel ResidÃªncia,Hotels
1307,Copacabana,-22971738,-43189464,Royalty Rio Hotel,Hotels
1308,Copacabana,-22969709,-43183079,Oceano Copacabana Hotel,Hotels
1309,Copacabana,-22977381,-43190288,Savoy Othon Travel,Hotels
1310,Copacabana,-2296625,-43176974,Hotel Atlantico Praia,Hotels
1311,Copacabana,-22976996,-43189213,Temporada Copacabana Hotel,Hotels
1312,Copacabana,-22965063,-4317997,Nobile Hotel Copacabana Design,Hotels
1313,Copacabana,-22966409,-43176915,Lancaster Othon Travel,Hotels
1314,Copacabana,-22965197,-43190437,Condominio do Hotel Residencial Edipo Rei,Hotels
1315,Copacabana,-22966162,-43184563,Royalty Copacabana Hotel,Hotels
1316,Copacabana,-22969776,-43184273,Apartamento Baden Powell,Hotels
1317,Copacabana,-22969417,-43184703,Apt Nossa Senhora de Copacabana,Hotels
1318,Copacabana,-22970107,-43186288,Apartamento Copacabana 219,Hotels
1319,Copacabana,-22970107,-43186288,Apartamento de FÃ©rias Rio de Janeiro,Hotels
1320,Copacabana,-22969324,-43184638,Saveiros Angra,Hotels
1321,Copacabana,-22972808,-43187105,"Apartamento Rio de Janeiro Temporada, Temporada Em Copacabana",Hotels
1322,Copacabana,-22973783,-43187317,Renthouseinrio Miucha,Hotels
1323,Copacabana,-22969522,-43186901,Apartment Copa Posto 4,Hotels
1324,Copacabana,-22969228,-43182064,Apart in Copacabana Rio,Hotels
1325,Copacabana,-22973844,-43187444,Apartamento Miucha,Hotels
1326,Copacabana,-22969098,-43182186,Freitas 1114,Hotels
1327,Copacabana,-22970104,-43187731,Apartamento RentCopacabana 502,Hotels
1328,Catete,-22935496,-43202964,Altos de Santa Teresa,Hotels
1329,Cosme Velho,-22943447,-43201397,Solar do Cosme,Hotels
1330,Cosme Velho,-22937705,-43197998,Casa Beludi,Hotels
1331,Cosme Velho,-22934636,-4319667,The Mansion,Hotels
1332,Cosme Velho,-22941268,-43205109,Corcovado Rio Hostel,Hotels
1333,Catete,-22934699,-43195355,Rio 180Â° Boutique Hotel,Hotels
1334,Cosme Velho,-22935024,-43198938,Casa 579,Hotels
1335,Cosme Velho,-22934699,-43195355,The Villa,Hotels
1336,Cosme Velho,-2294257,-43199683,Corcovado Guest House,Hotels
1337,Cosme Velho,-2294285,-43201195,Casa Barbara Heliodora,Hotels
1338,Cosme Velho,-22943414,-43200142,Kuara Rio,Hotels
1339,Cosme Velho,-22941242,-43198334,Chambre d'ami Station Corcovado,Hotels
1340,Catete,-22942167,-43198042,Pousada Villa Corcovado,Hotels
1341,Cosme Velho,-2294151,-43197713,Villa Corcovado Rio,Hotels
1342,Cosme Velho,-22940589,-43196562,Apartamento Cristo Redentor,Hotels
1343,Cosme Velho,-22941361,-43205174,EspaÃ§o Afrodite Se Quiser,Hotels
1344,Cosme Velho,-22941298,-43205173,Corcovado Bed And Breakfast,Hotels
1345,Catete,-22944214,-43204991,Vila Santa Teresa,Hotels
1346,Cosme Velho,-22946441,-43200591,Chez Leni,Hotels
1347,Cosme Velho,-22939795,-43205827,La Villa Indiana,Hotels
1348,Cosme Velho,-22944334,-43205245,Linda SuÃ­te No Meio do Verde,Hotels
1349,Cosme Velho,-22941427,-43206368,Les Jardins de Rio Boutique Hotel,Hotels
1350,Laranjeiras,-22941538,-4319395,Home Hostel Maison Tordeur,Hotels
1351,Cosme Velho,-22935838,-43198016,Rio Forest House,Hotels
1352,Cosme Velho,-2294243,-4319372,ParaÃ­so Tropical,Hotels
1353,Cosme Velho,-22941927,-43193582,RefÃºgio Tropical,Hotels
1354,Cosme Velho,-22936017,-43204984,Loft do Luigi,Hotels
1355,Cosme Velho,-22936013,-43196013,Guest House Rio de Janeiro,Hotels
1356,Laranjeiras,-22935859,-43195821,Prestige Property - da Costa,Hotels
1357,Cosme Velho,-22934801,-43197678,Solar de Santa,Hotels
1358,Laranjeiras,-22941598,-43192759,Laranjeiras Room,Hotels
1359,Cosme Velho,-22934729,-43196735,Vallee Rio Hostel,Hotels
1360,Laranjeiras,-22935317,-43194679,Pousada Beach,Hotels
1361,Laranjeiras,-22939881,-43191777,Glicerio1102,Hotels
1362,Cosme Velho,-22933388,-43198523,do Garuda Pousada A J,Hotels
1363,Laranjeiras,-2293513,-43194549,"Ananab, Guest house Rio",Hotels
1364,Cosme Velho,-22938649,-43191685,Casa Laranja,Hotels
1365,Laranjeiras,-22934983,-43194107,Villa Alice B&B,Hotels
1366,Laranjeiras,-22941517,-43190875,Orange House Apartment,Hotels
1367,Laranjeiras,-22935451,-43179941,Hostel in Rio,Hotels
1368,Cosme Velho,-22928362,-4317858,Petit Rio Hotel,Hotels
1369,Botafogo,-22939804,-43180546,Cafofo Hostel,Hotels
1370,Flamengo,-22936671,-43175265,Argentina Hotel,Hotels
1371,Catete,-22927124,-43178738,Hotel LeÃ£o,Hotels
1372,Flamengo,-22933622,-43175694,Hotel Venezuela na Praia do Flamengo - RJ.,Hotels
1373,Flamengo,-22932908,-4317643,Hotel BarÃ£o do Flamengo,Hotels
1374,Laranjeiras,-22932607,-43179747,Palladium Flat Service,Hotels
1375,Flamengo,-22928175,-43174498,Hotel Caxambu,Hotels
1376,Laranjeiras,-22930989,-43181214,Hotel Bras,Hotels
1377,Glória,-22925494,-43176755,King Albergue Hostel,Hotels
1378,Flamengo,-22928645,-43176015,Hotel Ãšnico,Hotels
1379,Flamengo,-22925979,-43177645,Hostel RepÃºblica,Hotels
1380,Flamengo,-22933442,-43175313,Hoteis Sayonara Ltda,Hotels
1381,Flamengo,-22933029,-43175366,Apartamento Na Praia do Flamengo,Hotels
1382,Flamengo,-22933023,-43175617,BarÃ£o do Flamengo 406,Hotels
1383,Flamengo,-22932245,-43175034,Apartamento Magnus Flamengo,Hotels
1384,Laranjeiras,-2293455,-43176594,Pousada Campo Y Mar,Hotels
1385,Flamengo,-22934119,-431774,Apartments in Rio de Janeiro - Flamengo District,Hotels
1386,Flamengo,-2293236,-43176856,Apartamento Flamengo,Hotels
1387,Flamengo,-2293396,-43177459,Rio Economic Near Copacabana,Hotels
1388,Flamengo,-22933833,-43177456,Apartamento Flamengo Marques de Abrantes,Hotels
1389,Catete,-22932074,-43176912,Tamandare 906,Hotels
1390,Flamengo,-22933381,-43177821,Apartamento Zona Sul - Flamengo,Hotels
1391,Flamengo,-22936879,-43175834,Vergueiro 1103,Hotels
1392,Gávea,-22930881,-4317519,Bed and Breakfast Seabra Rio Flats,Hotels
1393,Flamengo,-22930995,-43175694,Apartamento Flamengo Silva,Hotels
1394,Flamengo,-22935894,-43177317,Residencial Maricarmen,Hotels
1395,Flamengo,-22930965,-43175631,Vem Pro Rio - Apartmento Flamengo,Hotels
1396,Flamengo,-22936903,-43176149,EstÃºdio Aconchegante Flamengo,Hotels
1397,Flamengo,-22934737,-43178042,Paissandu 903,Hotels
1398,Flamengo,-2293502,-43178111,Paissandu 204,Hotels
1399,Catete,-22931185,-43177016,Assis 801,Hotels
1400,Flamengo,-22930296,-43174486,Praia e Parque do Flamengo View,Hotels
1401,Flamengo,-2293649,-43177519,Flamengo Rio Apartment,Hotels
1402,Gávea,-22985325,-43242234,Gavea Tropical Boutique Hotel,Hotels
1403,Gávea,-22985735,-4324099,La Maison by Dussol,Hotels
1404,Gávea,-22982048,-43237827,Fantastic & Artistic 3 Bedroom Apartment,Hotels
1405,Gávea,-22983119,-43239296,Colonial House Gavea,Hotels
1406,Gávea,-2298316,-43241493,Studio Alto da GÃ¡vea,Hotels
1407,Gávea,-2298484,-43241345,Fazenda da Lagoa Hotel Bahia,Hotels
1408,Gávea,-22985084,-43241727,Chez Le Sculpteur,Hotels
1409,Gávea,-22984581,-43242907,La Maison Boutique Guest House,Hotels
1410,Gávea,-22978162,-43233719,Best View GÃ¡vea,Hotels
1411,Gávea,-22984704,-43243035,La Maison details,Hotels
1412,Gávea,-22974855,-4323571,Casa 22,Hotels
1413,Leblon,-22986406,-43232913,Apartamento Design Leblon,Hotels
1414,Leblon,-22984399,-4323092,Berbaras,Hotels
1415,Leblon,-22984655,-43230801,Bed & Breakfast Berbaras,Hotels
1416,Leblon,-22986892,-43231168,Bed and Breakfast Leblon Oceanside,Hotels
1417,Gávea,-2297708,-43230118,Hotel do Frade,Hotels
1418,Leblon,-22985628,-4322982,Rio's Spot Apartment T005,Hotels
1419,Catete,-22914589,-43182643,Books Hostel,Hotels
1420,Catete,-22916508,-43183127,Rio Forest Hostel,Hotels
1421,Centro,-22914959,-43165903,Prodigy Hotel Santos Dumont Airport,Hotels
1422,Leblon,-22920034,-43182647,Gerthrudes Bed & Breakfast,Hotels
1423,Glória,-22914212,-43178556,Selina Lapa Rio de Janeiro,Hotels
1424,Glória,-22914212,-43178556,55 Rio Hotel,Hotels
1425,Centro,-22911732,-43176364,Windsor Asturias Hotel,Hotels
1426,Catete,-22916861,-4318163,Rio Hostel Santa Teresa,Hotels
1427,Centro,-22916948,-43177994,Hotel Villa Rica,Hotels
1428,Catete,-22917337,-43182896,Terra Brasilis Hostel,Hotels
1429,Catete,-22915972,-43181735,BananaZ Hostel,Hotels
1430,Centro,-2291153,-43176861,Hotel AtlÃ¢ntico Business Centro,Hotels
1431,Glória,-2291747,-43177379,Diamond Hotel,Hotels
1432,Glória,-22917962,-4317714,Diamond Hotel,Hotels
1433,Glória,-22926339,-43177011,Hotel Riazor,Hotels
1434,Glória,-22915565,-43177585,Lapa Ville Hotel,Hotels
1435,Glória,-22915626,-43179029,Casa Joaquim Silva,Hotels
1436,Centro,-22914954,-43179327,Hotel MarajÃ³,Hotels
1437,Catete,-22915424,-43179526,Hostel Casa da Escada,Hotels
1438,Centro,-22916945,-43180754,Santa Teresa Central Hostel,Hotels
1439,Centro,-22917665,-43181085,Sugar Loft Apartments,Hotels
1440,Glória,-22914303,-43166891,Piscina,Hotels
1441,Glória,-22916219,-43181991,Hostel Santa Lapa,Hotels
1442,Centro,-22918144,-43182225,Santo Mirante Hostel,Hotels
1443,Centro,-22910831,-4317697,Lips Motel,Hotels
1444,Centro,-22916078,-43178663,Hotel ViÃ±a Del Mar,Hotels
1445,Centro,-22913932,-43182313,CondomÃ­nio Business,Hotels
1446,Centro,-22916427,-43177292,Hospedagem Sul AmÃ©rica,Hotels
1447,Centro,-22920799,-43177145,Delphinos Apart 701,Hotels
1448,Centro,-22920444,-4317745,Lapa Apartments - GlÃ³ria District,Hotels
1449,Centro,-22919546,-43177931,GlÃ³ria Apartamento,Hotels
