,neighborhood,latitude,longitude,name,categories
725,Gávea,-22976793,-43230173,Velha Bahia,Retail
726,Gávea,-22976763,-4323011,Modernizarte Moveis Planejados Ltda Na,Retail
727,Gávea,-22973239,-43234542,Catran,Retail
728,Glória,-22921466,-43174287,Feira OrgÃ¢nica e Cultural da GlÃ³ria,Retail
729,Glória,-22914077,-43167073,Bossa Nova Mall,Retail
730,Centro,-22914007,-43167323,Farm,Retail
731,Glória,-2291373,-43180176,Lapa e Arte,Retail
732,Catete,-22924927,-43176616,Supermercado Princesa - Catete,Retail
733,Catete,-2292401,-43177722,Mercearia do Pedro,Retail
734,Glória,-22914556,-4318007,VidraÃ§aria da Lapa,Retail
735,Centro,-22913227,-43166865,It Beach,Retail
736,Centro,-22910488,-43175456,Banca do AndrÃ©,Retail
737,Centro,-22910271,-43172628,Banca do David,Retail
738,Centro,-22912753,-43167264,Maiorca Bijuterias,Retail
739,Centro,-22914842,-43182649,Hortifruti,Retail
740,Centro,-22913112,-4316636,Torcan,Retail
741,Centro,-2291511,-43182028,Leader,Retail
742,Centro,-22916204,-43177349,Drogaria Brasil-Centro,Retail
743,Glória,-22919501,-43177177,Sapataria Sinrau,Retail
744,Centro,-22916322,-43177728,AtlÃ¢ntica Editora,Retail
745,Centro,-22916662,-4317805,CGM Marcas & Patentes,Retail
746,Centro,-22917846,-43178831,D S Direito Auto PeÃ§as,Retail
747,Centro,-22915755,-43178907,Atelier Baile de MÃ¡scaras,Retail
748,Glória,-22920194,-43179953,FÃ¡bio Rodrigues Diogo,Retail
749,Catete,-22923818,-4317797,JosÃ© Henrique Berenbaum Bazar,Retail
750,Catete,-22924704,-43176673,Supermercado e Padaria Palacio do Catete Ltda.,Retail
751,Catete,-22924032,-43178288,FarmÃ¡cia Formosa do Catete,Retail
752,Centro,-22911335,-43174473,Cassol PrÃ©-Fabricados,Retail
753,Glória,-22912257,-43178259,All Bytes Isaac EletrÃ´nica Ltda,Retail
754,Centro,-2291204,-43178065,EletrÃ´nica Bat Rob,Retail
755,Catete,-22924867,-43177806,Supermercado Tropical Marketing,Retail
756,Centro,-22911193,-43176414,Interconectado em Centro,Retail
757,Centro,-22910608,-43174393,Revista Portos e Navios,Retail
758,Centro,-22913718,-43180677,Casa Suassuna Materiais de ConstruÃ§Ã£o Ltda,Retail
759,Centro,-22910566,-43173514,DiÃ¡rio Comercial,Retail
760,Centro,-22910617,-43176651,Revista Volp,Retail
761,Centro,-22910735,-4317703,"Theodoro, Milton",Retail
762,Centro,-22910162,-43174508,Campestro Livraria Cafeteria e Copiadora Ltda,Retail
763,Flamengo,-22926615,-43173582,Cipher Technology,Retail
764,Centro,-22910171,-43171497,Vinbrasil,Retail
765,Flamengo,-22926672,-43176469,Sos Limpeza de Estofados,Retail
766,Centro,-22909722,-43171737,Lingerio,Retail
767,Humaitá,-22958417,-43199998,Carioca Zen,Retail
768,Botafogo,-2295543,-43196602,Farinha Pura,Retail
769,Botafogo,-22954361,-43192374,Hortifruti,Retail
770,Humaitá,-22957972,-43196161,Tragga,Retail
771,Humaitá,-22954291,-43195409,Junta Local Botafogo,Retail
772,Botafogo,-22955026,-43194962,Patas e Penas,Retail
773,Humaitá,-22960052,-43201731,Drogaria Cristal,Retail
774,Humaitá,-22960536,-43205256,Supermercado Zona Sul - Jardim BotÃ¢nico II,Retail
775,Humaitá,-22956206,-43198503,Banca do Alexandre,Retail
776,Humaitá,-22956206,-43198503,Penselar Fun,Retail
777,Humaitá,-22957176,-43198965,Drogalife Special,Retail
778,Humaitá,-22957092,-43198524,Drogarias Max -HumaitÃ¡,Retail
779,Botafogo,-2295543,-43196602,Nova Hera das Flores,Retail
780,Botafogo,-2295543,-43196602,Drogaria Mini PreÃ§o,Retail
781,Humaitá,-22958805,-43199631,Griffos,Retail
782,Humaitá,-22955161,-43195876,Big Dog,Retail
783,Humaitá,-22955808,-43195497,Starlit Flores,Retail
784,Humaitá,-22957249,-43195956,PasseVIP Pulseiras de IdentificaÃ§Ã£o,Retail
785,Humaitá,-22957788,-43195906,Lagrotta AutomÃ³veis,Retail
786,Botafogo,-22954963,-4319496,Vecchio Novo,Retail
787,Botafogo,-22955647,-43194161,DelÃ­cias da Carne,Retail
788,Botafogo,-22958637,-43194797,AteliÃª do AutomÃ³vel,Retail
789,Botafogo,-22955207,-43192708,Casa da Cultura Livraria e Sebo,Retail
790,Jardim Botânico,-22960521,-43204566,Drogarias Max,Retail
791,Botafogo,-22954478,-4319407,Sapataria Holliday,Retail
792,Botafogo,-22955589,-43196543,Brazilian Wear,Retail
793,Botafogo,-22955662,-43192217,Filhos da Terra,Retail
794,Botafogo,-22954156,-43191679,Hortifruti VoluntÃ¡rios,Retail
795,Botafogo,-22955942,-43192411,FarmÃ¡cia Caminhoa Homeopatia,Retail
796,Botafogo,-22957514,-43191508,Nissan Leauto,Retail
797,Botafogo,-22953764,-43190926,Kalunga,Retail
798,Botafogo,-22958397,-43191654,Totem,Retail
799,Humaitá,-22956715,-43201024,Moforongo,Retail
800,Humaitá,-2295508,-43197974,Portal Diet Com de Produtos para DiabÃ©ticos,Retail
801,Humaitá,-22957552,-43200417,Marie Papier ServiÃ§o e ComÃ©rcio de Papel,Retail
802,Botafogo,-22955978,-43197494,First Cell Com e Serv,Retail
803,Botafogo,-22955917,-43197367,Jmc ElÃ©trica e HidrÃ¡ulica,Retail
804,Botafogo,-22955827,-43197176,Bembale ComÃ©rcio de Artigos de Embalagens e Presentes,Retail
805,Botafogo,-22955797,-43197113,Copiamel ComÃ©rcio de Produtos Naturais Ltda,Retail
806,Botafogo,-22955767,-43197049,Su Who Roupas Infantis,Retail
807,Humaitá,-22955767,-43197049,Maluchelle Comercial,Retail
808,Humaitá,-22955649,-4319667,Candy LÃ­quidos e ComestÃ­veis Finos,Retail
809,Humaitá,-22953689,-43196623,Peno Luxo ComÃ©rcio Roupas,Retail
810,Ipanema,-22984251,-4320187,Casas Pedro,Retail
811,Ipanema,-22983137,-43202157,Supermercado Zona Sul,Retail
812,Ipanema,-22984573,-43201627,Livraria Point Hq,Retail
813,Ipanema,-22984337,-43206138,Farm,Retail
814,Ipanema,-22981464,-43209834,Care Body & Soul,Retail
815,Ipanema,-22984223,-43202999,Super Prix,Retail
816,Ipanema,-22984424,-43209089,adidas Originals,Retail
817,Ipanema,-2298452,-4319598,Hortifruti,Retail
818,Lagoa,-22980757,-43206366,AM PM Lagoa,Retail
819,Ipanema,-22984129,-43209521,Drogaria VenÃ¢ncio,Retail
820,Ipanema,-22984083,-43210085,Supermercado Zona Sul,Retail
821,Ipanema,-2298457,-43201752,Galeria VIP Center,Retail
822,Ipanema,-22983879,-4320939,Nike,Retail
823,Ipanema,-22984576,-43201502,Musicale,Retail
824,Ipanema,-22984382,-43205575,Shopping FÃ³rum Ipanema,Retail
825,Ipanema,-22985884,-43197141,Supermercado Zona Sul,Retail
826,Ipanema,-22984257,-4320162,Kikarnes,Retail
827,Ipanema,-22984453,-43198738,Supermercado Zona Sul,Retail
828,Ipanema,-2298408,-43211527,Chilli Beans,Retail
829,Copacabana,-22985487,-43192615,Supermercado Zona Sul,Retail
830,Ipanema,-22983779,-43210893,Lojas Americanas,Retail
831,Ipanema,-22984242,-43200929,UTILIcass,Retail
832,Ipanema,-22984014,-43211651,Ipanema 2000,Retail
833,Ipanema,-22984461,-43203632,Dermobelle,Retail
834,Ipanema,-22981432,-43201991,Chocolate Brasil,Retail
835,Ipanema,-229844,-4320614,Galeria Fiamma,Retail
836,Ipanema,-2298448,-4319761,Planeta Virtual InformÃ¡tica,Retail
837,Ipanema,-22984203,-43197289,Paper CÃ©u,Retail
838,Ipanema,-22984493,-43197108,Centro Comercial General OsÃ³rio,Retail
839,Copacabana,-22982157,-43207341,CasaFARM,Retail
840,Copacabana,-22982527,-43194677,Mercearia PrÃ­ncipe de Copacabana,Retail
841,Ipanema,-22983894,-43208763,Miniso,Retail
842,Ipanema,-22983891,-43208888,Armadillo,Retail
843,Ipanema,-22984171,-43209083,Toy Boy,Retail
844,Ipanema,-229849,-43209038,NK Store,Retail
845,Ipanema,-22985965,-43195073,Drogaria Joaquim Nabuco,Retail
846,Ipanema,-22984397,-43194534,Ipanema Harbor,Retail
847,Copacabana,-22983969,-43193896,ClÃ¡udio Mello EletrodomÃ©sticos,Retail
848,Copacabana,-22983536,-43193509,Pet Copa,Retail
849,Leblon,-22977646,-43197058,Drogaria Pacheco,Retail
850,Leblon,-2298427,-43211532,Maria Filo,Retail
851,Ipanema,-22984017,-43211526,Garimppo,Retail
852,Ipanema,-22984199,-43202685,Free Port Perfumes,Retail
853,Ipanema,-22984221,-43201807,Magia dos Tons,Retail
854,Ipanema,-22984455,-43203883,Maria de Nazareth Lima de Souza,Retail
855,Ipanema,-2298435,-43200367,ContÃ©m 1 G-Ipanema,Retail
856,Ipanema,-22984386,-43204132,Atualidade Galeria de Arte Oscar Seraphico,Retail
857,Ipanema,-22984386,-43204132,Katimania Brinquedos,Retail
858,Ipanema,-2298538,-43200956,Binamou Bazar e Acessorios Ltda.,Retail
859,Gávea,-22975241,-4322769,Casas Pedro - GÃ¡vea,Retail
860,Gávea,-22973329,-43226954,Feirinha de Arte PraÃ§a Santos Dumont,Retail
861,Gávea,-22973139,-43225632,Junta Local GÃ¡vea,Retail
862,Gávea,-22975605,-43228326,Shopping da GÃ¡vea,Retail
863,Jardim Botânico,-22966453,-43219575,Supermercado Zona Sul,Retail
864,Jardim Botânico,-22966886,-43230375,Vista Bike Club,Retail
865,Jardim Botânico,-22966853,-43230437,Vital Fit Rio - Treinamento de Ciclismo,Retail
866,Gávea,-22966156,-43233055,Alsco,Retail
867,Gávea,-22973088,-43226446,Erick Arquitetura e DecoraÃ§ao,Retail
868,Gávea,-22975015,-43226555,Supermercado Zona Sul,Retail
869,Gávea,-2297347,-4322633,Entrelinhas,Retail
870,Gávea,-22974957,-43228938,Anexo Vintage,Retail
871,Gávea,-22976755,-43227851,Alphabeto,Retail
872,Gávea,-22975132,-43226934,Bazar SÃ£o Vicente,Retail
873,Gávea,-22975605,-43228326,Puket,Retail
874,Gávea,-22975126,-43228502,Track & Field,Retail
875,Gávea,-22975277,-43228313,Americanas Express,Retail
876,Gávea,-22975481,-43228197,FundiÃ§Ã£o Filomena,Retail
877,Gávea,-22975572,-43228388,Le Lis Blanc,Retail
878,Gávea,-22975478,-43228323,SÃ³ Socks,Retail
879,Gávea,-22975635,-43228389,Novo Ambiente,Retail
880,Gávea,-22975665,-43228453,Area Objetos,Retail
881,Gávea,-22976755,-43227851,Casual Street,Retail
882,Gávea,-22975442,-4322851,AvelÃ£ Sleepwear,Retail
883,Gávea,-2297559,-43227635,Papelaria GardÃªnia Azul,Retail
884,Gávea,-22975695,-43228516,Meia TaÃ§a,Retail
885,Gávea,-22975511,-43228261,Deguste - Tableware,Retail
886,Gávea,-22974783,-43226989,Artes Flores GÃ¡vea,Retail
887,Gávea,-22975514,-43228135,Arezzo,Retail
888,Gávea,-22975725,-4322858,Avatim,Retail
889,Gávea,-22975912,-43228709,FarmÃ¡cia Belacap,Retail
890,Jardim Botânico,-22976508,-43228912,Banca da GÃ¡vea,Retail
891,Jardim Botânico,-22964724,-43220412,Giulia Borges Atelier,Retail
892,Jardim Botânico,-22964923,-4322004,Atelier acervo,Retail
893,Gávea,-22976801,-4322597,Mistral Vinhos,Retail
894,Gávea,-22974207,-43228543,Millenium Ind ComÃ©rcio ImportaÃ§Ã£o e ExportaÃ§Ã£o,Retail
895,Jardim Botânico,-22965386,-43223125,"Brasil, AndrÃ©a R S",Retail
896,Jardim Botânico,-2296438,-4322285,Ciclo Park,Retail
897,Gávea,-2297503,-43227246,Jc & Pp EletrÃ´nica,Retail
898,Jardim Botânico,-22964352,-43222759,Netvideo Zona Sul,Retail
899,Gávea,-22975069,-43226933,Terezinha ConfecÃ§Ãµes Ltda,Retail
900,Gávea,-22975102,-43226871,Drogaria Central da GÃ¡vea Ltda,Retail
901,Gávea,-22975541,-43228324,Celular Eletro EletrÃ´nicos,Retail
902,Gávea,-22975605,-43228326,O BoticÃ¡rio,Retail
903,Gávea,-22975605,-43228326,Imaginarium,Retail
904,Gávea,-22975635,-43228389,Ad Life Style,Retail
905,Gávea,-22975635,-43228389,Sy Design de Interiores e ComÃ©rcio,Retail
906,Gávea,-22975635,-43228389,Arezzo,Retail
907,Botafogo,-22957972,-43196161,Tragga,Retail
908,Botafogo,-2295543,-43196602,Cavideo Locadora,Retail
909,Jardim Botânico,-22960536,-43205256,Supermercado Zona Sul - Jardim BotÃ¢nico II,Retail
910,Humaitá,-2295705,-43198962,Supermercado Zona Sul,Retail
911,Lagoa,-22962018,-43202845,Beleza da Fonte,Retail
912,Lagoa,-22962259,-43203352,Quiosque Aflorar da Lagoa,Retail
913,Jardim Botânico,-22960864,-43207397,Chaveiro 24h - R. Maria AngÃ©lica,Retail
914,Humaitá,-22961388,-43207974,Janela Livraria,Retail
915,Humaitá,-22957327,-43199282,Drogarias Pacheco,Retail
916,Humaitá,-22955893,-4319837,Drogaria HumaitÃ¡ Center,Retail
917,Humaitá,-2295543,-43196602,Drogaria Mini PreÃ§o,Retail
918,Lagoa,-22962196,-43203351,Francisco Carlos de Oliveira - Lagoa,Retail
919,Lagoa,-22964313,-43203464,ampm,Retail
920,Lagoa,-2296459,-43202467,Valdir dos Santos Teixeira,Retail
921,Humaitá,-22959534,-43202221,Blog baÃº da teca,Retail
922,Lagoa,-22960666,-43205134,Zona Sul,Retail
923,Humaitá,-22959383,-43201904,ConcessionÃ¡ria CitrÃ¶en,Retail
924,Lagoa,-22965292,-43200915,Crystal Rio ProduÃ§Ãµes,Retail
925,Lagoa,-22965614,-4320199,Laguna VÃ­deo Locadora,Retail
926,Lagoa,-22966099,-43201562,Branca ConfecÃ§Ãµes,Retail
927,Humaitá,-22958417,-43199998,Griffos Papel e Presentes,Retail
928,Lagoa,-22967108,-43203029,Banca de Jornal Fonte da Saudade,Retail
929,Lagoa,-22961388,-43207974,Campos Arias Artigos e ServiÃ§os para Animais Ltda ME,Retail
930,Jardim Botânico,-22960466,-4320814,Drogaria Max,Retail
931,Lagoa,-2296286,-43208574,Umpierre Lopes ConfecÃ§Ãµes e ComÃ©rcio Ltda,Retail
932,Botafogo,-22958682,-43196868,PlÃ¡stico Rhodia Brasil,Retail
933,Humaitá,-22957092,-43198524,Garden Flores,Retail
934,Humaitá,-22956748,-43198328,Maansa Sports,Retail
935,Catete,-22931896,-4317904,Casas Pedro,Retail
936,Catete,-22931579,-4317878,Cacau Show,Retail
937,Laranjeiras,-22932987,-43188064,Boca da Pereira,Retail
938,Laranjeiras,-22933544,-43185541,Bazar Sonimar,Retail
939,Catete,-22934116,-43184112,Diversa,Retail
940,Laranjeiras,-22932056,-43180299,Mundo Verde,Retail
941,Laranjeiras,-22942499,-43190836,PetGlice,Retail
942,Laranjeiras,-2293514,-43188904,La Bela Rio Sapataria Cutelaria e Chaveiro,Retail
943,Laranjeiras,-22935495,-43188599,"Moura, Erondina C",Retail
944,Laranjeiras,-2293573,-43189357,"Ribeiro, Paulo D",Retail
945,Laranjeiras,-22936351,-43189874,CalÃ§ados Famar,Retail
946,Laranjeiras,-22936471,-43190128,FarmÃ¡cia Lucamar,Retail
947,Catete,-22934083,-43184174,Sanshin Presentes Ltda,Retail
948,Catete,-22934146,-43184175,ClÃ¡udia Queiroz Boutique Ltda Epp,Retail
949,Laranjeiras,-22933297,-43183967,BrechÃ³ Antigamente Laranjeira,Retail
950,Laranjeiras,-22933547,-43182781,Congelados Kraieski,Retail
951,Laranjeiras,-22929587,-43189461,Licer Gastronomia,Retail
952,Laranjeiras,-22938529,-43191431,NormÃ¢ndia Laranjeiras,Retail
953,Laranjeiras,-22938405,-4319262,Silvestre de Laranjeiras FarmÃ¡cia,Retail
954,Laranjeiras,-22932248,-43181495,O Expresso,Retail
955,Laranjeiras,-22938399,-43192871,Ã“tica VisÃ£o,Retail
956,Catete,-22931848,-43181047,Casa Alcimar Materiais de ConstruÃ§Ã£o,Retail
957,Laranjeiras,-22931848,-43181047,Mac Bicicletas,Retail
958,Flamengo,-22934107,-43180536,Cygma Assessoria e Representacoes Ltda.,Retail
959,Laranjeiras,-22940797,-43191862,Maya Delicatessen Frios e LaticÃ­nios Ltda,Retail
960,Catete,-22928392,-43182595,Olg DecoraÃ§Ãµes,Retail
961,Laranjeiras,-22931522,-43180098,Coisas da Sisi,Retail
962,Laranjeiras,-22931522,-43180098,Studio Hb,Retail
963,Botafogo,-22941226,-4318196,Nbk Double InformÃ¡tica ComÃ©rcio e ServiÃ§os,Retail
964,Catete,-22930534,-43179071,M M Roupas,Retail
965,Botafogo,-22941232,-4318171,Verde e Mel,Retail
966,Botafogo,-22943093,-43185894,Raquel Metre Antiguidades,Retail
967,Leblon,-22982992,-4322637,Livraria Argumento,Retail
968,Leblon,-22979494,-43223212,Hortifruti,Retail
969,Leblon,-22985375,-43228497,Hortifruti,Retail
970,Leblon,-22980541,-43224366,Supermercado Zona Sul,Retail
971,Leblon,-2298222,-43217756,Livraria da Travessa,Retail
972,Leblon,-22984681,-43225845,Supermercado Zona Sul,Retail
973,Leblon,-22982365,-43217057,Shopping Leblon,Retail
974,Leblon,-22983895,-43226956,Supermercado Zona Sul,Retail
975,Leblon,-22978339,-43218667,Adidas FLA,Retail
976,Leblon,-2298353,-43218541,Rio Design Leblon,Retail
977,Leblon,-22983807,-43217543,Loungerie,Retail
978,Lagoa,-22978149,-43218663,Fla Boutique,Retail
979,Leblon,-22982254,-43216377,Centauro,Retail
980,Leblon,-22982254,-43217695,Spicy,Retail
981,Leblon,-22981192,-43222312,CafÃ© com PÃ£o,Retail
982,Leblon,-22982212,-43216815,Mr. Cat,Retail
983,Leblon,-22983416,-43217186,Droga Raia,Retail
984,Leblon,-22983403,-43219855,Supermercado Zona Sul,Retail
985,Leblon,-22986023,-43227885,Droga Raia,Retail
986,Leblon,-22985021,-4322485,Gumos,Retail
987,Leblon,-22982243,-4322334,Bazar K do Leblon,Retail
988,Leblon,-22982008,-43223899,TrÃªs J Materiais de ConstruÃ§Ã£o,Retail
989,Leblon,-22984098,-43222506,Personal BrechÃ³,Retail
990,Leblon,-22985319,-43226927,Romaphe Loterias,Retail
991,Leblon,-22986188,-43228893,Drogaria Pacheco,Retail
992,Leblon,-22984569,-4322785,chaveiro Mauricius,Retail
993,Leblon,-22981222,-43223692,Drogaria Cristal,Retail
994,Leblon,-22985524,-43226305,Mundo Verde,Retail
995,Leblon,-22981346,-43222503,Galeria PÃ£o de AÃ§ucar Leblon,Retail
996,Leblon,-22981316,-4322244,Dermatus CosmÃ©tica MÃ©dica,Retail
997,Leblon,-22981403,-43224073,Drogaria Venancio,Retail
998,Leblon,-22983821,-43220869,Porto Frescatto,Retail
999,Leblon,-22985797,-43228068,Banca Vogue,Retail
1000,Leblon,-22984138,-43219559,Casas Pedro,Retail
1001,Leblon,-22978506,-43224819,Michelin - Leblon,Retail
1002,Leblon,-22983638,-43219296,Drogaria Pacheco - Leblon 4,Retail
1003,Leblon,-22983518,-43219042,By Bella,Retail
1004,Leblon,-2298356,-43218604,Game Place,Retail
1005,Leblon,-22983563,-43218479,Fyi,Retail
1006,Leblon,-22983876,-43218612,Verve - Leblon,Retail
1007,Leblon,-2298294,-43218087,Claro,Retail
1008,Leblon,-22983289,-43218033,Americanas Express,Retail
1009,Leblon,-22983533,-43217098,Hortifruti Leve,Retail
1010,Leblon,-22981856,-4321712,Monte Carlo JÃ³ias,Retail
1011,Leblon,-22981763,-43217055,Diesel Leblon,Retail
1012,Leme,-22963404,-43171636,Macedonia VÃ­deo,Retail
1013,Leme,-22963569,-43171327,Drogarias Pacheco,Retail
1014,Leme,-22962834,-43170305,Barraca de Frutas do Vitor,Retail
1015,Leme,-22963095,-43171204,Leme Souvenir,Retail
1016,Leme,-22963193,-43171192,Papelaria Bazar Sampaio,Retail
1017,Leme,-22964373,-43173416,Banca Meridian,Retail
1018,Leme,-22965698,-43171763,Barraca Santa Teresa,Retail
1019,Leme,-22962979,-43173508,CÃ£obeleireiro - Pet Shop,Retail
1020,Copacabana,-22964732,-43174303,Gullo Tabacaria Copacabana,Retail
1021,Copacabana,-22963407,-43175463,Copa AvÃ­cola,Retail
1022,Copacabana,-22962557,-43176572,A Formiguinha Delivery,Retail
1023,Copacabana,-22962434,-43176444,Toca do Biscoito,Retail
1024,Copacabana,-2296384,-43169263,ColÃ´nia dos Pescadores Z 13 em Copacabana,Retail
1025,Leme,-22962678,-43170239,Hortifruti Anchieta do Leme Ltda ME,Retail
1026,Leme,-22963106,-43170876,Drogaria Cityfarma,Retail
1027,Leme,-22963193,-43171192,Adriana Tavares Viegas,Retail
1028,Leme,-22963976,-43172842,Chique JÃ³ias,Retail
1029,Leme,-22963398,-43173205,Artes do Fogo Brindes,Retail
1030,Leme,-22955413,-43165737,Bazar Milico,Retail
1031,Leme,-22964343,-43173353,Supermercado Zona Sul S.A.,Retail
1032,Leme,-22964687,-43173549,Amsterdam Sauer,Retail
1033,Copacabana,-2296334,-4317427,Flow Engenharia ClimatizaÃ§Ã£o - Copacabana,Retail
1034,Copacabana,-22965,-43173682,Anasa Locadora de Bens,Retail
1035,Copacabana,-22962828,-43174508,SPR LocaÃ§Ã£o e ServiÃ§os,Retail
1036,Copacabana,-2296397,-4317441,Banana Shoes,Retail
1037,Copacabana,-22962979,-43174826,Volkswagen Guandu Copacabana,Retail
1038,Copacabana,-22964283,-43174543,Copa Rio,Retail
1039,Copacabana,-22964916,-43174558,"Pereira, Elzana S A",Retail
1040,Copacabana,-22963346,-43175336,Casa Renato Materiais de ConstruÃ§Ã£o,Retail
1041,Copacabana,-22961907,-43175992,Ciclovia Zona Sul,Retail
1042,Copacabana,-22964316,-43175799,Arbrisa 161 ComÃ©rcio e ServiÃ§os de Ventiladores Lt,Retail
1043,Copacabana,-22964316,-43175799,Guido Arena,Retail
1044,Copacabana,-22962464,-43176507,Droga Life,Retail
1045,São Conrado,-22996873,-4326014,Ricardo Almeida,Retail
1046,São Conrado,-22996693,-43259759,Void General Store,Retail
1047,São Conrado,-22999015,-43272048,DepÃ³sito Santa FÃ©,Retail
1048,São Conrado,-22998982,-43268283,Banca Novo Rio Sao Conrado,Retail
1049,São Conrado,-2299855,-43270406,Ago Hyundai,Retail
1050,São Conrado,-22998001,-43262894,Trendspot,Retail
1051,São Conrado,-22996777,-432602,CecÃ­lia Dale,Retail
1052,São Conrado,-22996966,-43260205,Richards,Retail
1053,São Conrado,-22996777,-432602,Lunetterie,Retail
1054,São Conrado,-22997,-43260143,Forever 21,Retail
1055,São Conrado,-22996966,-43260205,A.Brand,Retail
1056,São Conrado,-22996873,-4326014,Ateen,Retail
1057,São Conrado,-22996873,-4326014,Maria FilÃ³,Retail
1058,São Conrado,-22996882,-43259973,Forum Tufi Duek,Retail
1059,São Conrado,-22996843,-43260076,Rosa ChÃ¡,Retail
1060,São Conrado,-22996536,-43259692,MTM Tabacaria,Retail
1061,São Conrado,-22996569,-43259631,Yen Mitsubishi Motors,Retail
1062,São Conrado,-22996446,-43259502,Miriam Kimelblat,Retail
1063,São Conrado,-22994187,-43271618,Sekhmet Design - arranhadores e produtos felinos,Retail
1064,São Conrado,-22994187,-43271618,Enfervet Passeios Pra CÃ£es,Retail
1065,São Conrado,-22995686,-4327109,L Harmonie MÃ³veis e DecoraÃ§Ãµes,Retail
1066,São Conrado,-22998229,-43268014,Supermercado Zona Sul,Retail
1067,São Conrado,-22998616,-43270282,RepÃºblica Korea ComÃ©rcio de VeÃ­culos,Retail
1068,São Conrado,-22997974,-4327196,Cia El Ssada para Desenvolvimento ComÃ©rcio e Inves,Retail
1069,São Conrado,-22996379,-43260943,Milano Magazzino AcessÃ³rio e CosmÃ©ticos,Retail
1070,São Conrado,-22999346,-43267602,C C Silva Afonso Roupas AcessÃ³rios,Retail
1071,São Conrado,-22999346,-43267602,FÃ¡brica CadarÃ§os Bordados Haco Ltda,Retail
1072,São Conrado,-22995528,-43259543,Totem Fashion Mall ConfecÃ§Ãµes Ltda,Retail
1073,São Conrado,-22999631,-43265036,"Silva, Severino M",Retail
1074,São Conrado,-22996997,-43260268,Livraria Cultura - Shopping Fashion Mall,Retail
1075,São Conrado,-22996133,-43259369,Tng ComÃ©rcio de Roupas,Retail
1076,São Conrado,-22996133,-43259369,Barra II ComÃ©rcio Roupas Ltda,Retail
1077,São Conrado,-22996133,-43259369,Maria Filo,Retail
1078,São Conrado,-22996226,-43259434,Bloom ComÃ©rcio de Roupas Ltda,Retail
1079,São Conrado,-22996226,-43259434,Vivara,Retail
1080,São Conrado,-22996383,-43259501,AntÃ´nio Bernardo JÃ³ias - SÃ£o Conrado,Retail
1081,São Conrado,-22996103,-43259306,Andarella,Retail
1082,São Conrado,-22996103,-43259306,Verve - SÃ£o Conrado,Retail
1083,São Conrado,-22996106,-43259284,MTM Cigarros,Retail
1084,São Conrado,-22996073,-43259242,Azulay & Cia Ltda,Retail
1085,São Conrado,-22996073,-43259242,Lafry ComÃ©rcio de JÃ³ias e Presentes Ltda,Retail
1086,São Conrado,-22996073,-43259242,Farma e FÃ³rmula,Retail
1087,São Conrado,-22996073,-43259242,Guerreiro Multi Joia Ltda,Retail
1088,São Conrado,-22996073,-43259242,Mohamad Faical Mohamad Said Hammoud,Retail
1089,São Conrado,-22996073,-43259242,H 4 Adornos Ltda,Retail
1090,São Conrado,-22996073,-43259242,Arezzo-Shopping Fashion Mall,Retail
1091,São Conrado,-22996073,-43259242,New Order - Fashion Mall Shopping,Retail
1092,São Conrado,-22996073,-43259242,A M 9 Confec Imp Exp,Retail
1093,São Conrado,-22996073,-43259242,Mucki,Retail
1094,São Conrado,-22996073,-43259242,Ã“tica Lunetterie,Retail
1095,Urca,-2295182,-4316515,PÃ£o de AÃ§Ãºcar Shops,Retail
1096,Botafogo,-2295654,-43176805,Spicy,Retail
1097,Botafogo,-229576,-4317614,Droga Raia,Retail
1098,Botafogo,-22956835,-43176373,Elle Et Lui,Retail
1099,Urca,-22948425,-4316419,Supermercado Zona Sul,Retail
1100,Urca,-22950342,-43167053,Urca Sul,Retail
1101,Urca,-22948537,-4316482,Americanas Express,Retail
1102,Urca,-22950614,-43175044,Patas e Penas Pet Shop - Urca,Retail
1103,Urca,-22951515,-43175953,Rio Triumph,Retail
1104,Botafogo,-22956891,-43175854,Luz da Lua,Retail
1105,Botafogo,-22956943,-43175811,Swarovski,Retail
1106,Botafogo,-22952688,-43176462,Chana,Retail
1107,Botafogo,-22957233,-43176947,Balai,Retail
1108,Botafogo,-22957227,-4317588,Le Parfum,Retail
1109,Botafogo,-22957028,-43176252,Fraldario,Retail
1110,Botafogo,-22956961,-43176376,My Place,Retail
1111,Botafogo,-22957525,-4317664,Lojas Renner,Retail
1112,Botafogo,-22957717,-43175977,Livraria Leitura,Retail
1113,Botafogo,-22956639,-43176619,Animale,Retail
1114,Botafogo,-22956717,-43176539,Dengo,Retail
1115,Botafogo,-22957913,-43176273,XCope,Retail
1116,Botafogo,-2295769,-43176331,Abra Casa,Retail
1117,Botafogo,-229576,-4317614,Face in Case,Retail
1118,Botafogo,-22956022,-43175977,Datelli,Retail
1119,Botafogo,-22957211,-43176507,Hope,Retail
1120,Botafogo,-22957376,-43176559,Bagaggio,Retail
1121,Botafogo,-22957109,-43176819,Folic,Retail
1122,Botafogo,-22957109,-43176819,Bizu Bijoux,Retail
1123,Botafogo,-22956886,-43176876,Reserva Mini,Retail
1124,Botafogo,-22957266,-43176885,Sunglass Hut,Retail
1125,Botafogo,-2295654,-43176805,O BoticÃ¡rio,Retail
1126,Botafogo,-22957326,-43177012,Cavendish,Retail
1127,Botafogo,-22956341,-43177177,Cavendish,Retail
